Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Genus]	Characteristics[Species]	Characteristics[Observation Unit Type]	Characteristics[Variety Name]	Characteristics[Variety Database 1]	Characteristics[Variety Database 2]	Characteristics[Biological Material Latitude]	Characteristics[Biological Material Longitude]	Characteristics[Original Coding]	Protocol REF	Sample Name	Factor Value[year]	Factor Value[loc]	Factor Value[rep]
genotype_1	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Actros	http://wheatpedigree.net/sort/show/88364	https://www.proplanta.de/Pflanzenbauberater/Sorten/Actros-Winterweichweizen_sks_3200WW1.html	52.3333333333333	10.3333333333333	GW0001	Phenotyping	sample_6001	2010	LAF	1
genotype_1	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Actros	http://wheatpedigree.net/sort/show/88364	https://www.proplanta.de/Pflanzenbauberater/Sorten/Actros-Winterweichweizen_sks_3200WW1.html	52.1	11	GW0001	Phenotyping	sample_3	2009	AHL	3
genotype_1	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Actros	http://wheatpedigree.net/sort/show/88364	https://www.proplanta.de/Pflanzenbauberater/Sorten/Actros-Winterweichweizen_sks_3200WW1.html	52.1	11	GW0001	Phenotyping	sample_2402	2010	AHL	2
genotype_1	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Actros	http://wheatpedigree.net/sort/show/88364	https://www.proplanta.de/Pflanzenbauberater/Sorten/Actros-Winterweichweizen_sks_3200WW1.html	52.1	11	GW0001	Phenotyping	sample_2	2009	AHL	2
genotype_1	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Actros	http://wheatpedigree.net/sort/show/88364	https://www.proplanta.de/Pflanzenbauberater/Sorten/Actros-Winterweichweizen_sks_3200WW1.html	52.1	11	GW0001	Phenotyping	sample_2403	2010	AHL	3
genotype_1	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Actros	http://wheatpedigree.net/sort/show/88364	https://www.proplanta.de/Pflanzenbauberater/Sorten/Actros-Winterweichweizen_sks_3200WW1.html	52.1	11	GW0001	Phenotyping	sample_1	2009	AHL	1
genotype_1	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Actros	http://wheatpedigree.net/sort/show/88364	https://www.proplanta.de/Pflanzenbauberater/Sorten/Actros-Winterweichweizen_sks_3200WW1.html	52.3333333333333	10.3333333333333	GW0001	Phenotyping	sample_6003	2010	LAF	3
genotype_1	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Actros	http://wheatpedigree.net/sort/show/88364	https://www.proplanta.de/Pflanzenbauberater/Sorten/Actros-Winterweichweizen_sks_3200WW1.html	54.8333333333333	8.15	GW0001	Phenotyping	sample_1203	2009	CEC	3
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	54.8333333333333	8.15	GW0010	Phenotyping	sample_4804	2010	CEC	1
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	54.8333333333333	8.15	GW0010	Phenotyping	sample_4805	2010	CEC	2
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	54.8333333333333	8.15	GW0010	Phenotyping	sample_1204	2009	CEC	1
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	51.15	9.83333333333333	GW0010	Phenotyping	sample_3606	2010	BOD	3
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	51.15	9.83333333333333	GW0010	Phenotyping	sample_3604	2010	BOD	1
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	51.15	9.83333333333333	GW0010	Phenotyping	sample_3605	2010	BOD	2
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	52.3333333333333	10.3333333333333	GW0010	Phenotyping	sample_6004	2010	LAF	1
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	52.3333333333333	10.3333333333333	GW0010	Phenotyping	sample_6005	2010	LAF	2
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	52.3333333333333	10.3333333333333	GW0010	Phenotyping	sample_6006	2010	LAF	3
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	54.8333333333333	8.15	GW0010	Phenotyping	sample_1205	2009	CEC	2
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	54.8333333333333	8.15	GW0010	Phenotyping	sample_4806	2010	CEC	3
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	54.8333333333333	8.15	GW0010	Phenotyping	sample_1206	2009	CEC	3
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	52.1	11	GW0010	Phenotyping	sample_2404	2010	AHL	1
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	52.1	11	GW0010	Phenotyping	sample_6	2009	AHL	3
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	52.1	11	GW0010	Phenotyping	sample_4	2009	AHL	1
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	52.1	11	GW0010	Phenotyping	sample_2406	2010	AHL	3
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	52.1	11	GW0010	Phenotyping	sample_2405	2010	AHL	2
genotype_10	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Batis	http://wheatpedigree.net/sort/show/70600	https://www.proplanta.de/Pflanzenbauberater/Sorten/Batis--Winterweichweizen_sks_1968WW1.html	52.1	11	GW0010	Phenotyping	sample_5	2009	AHL	2
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	54.8333333333333	8.15	GW0095	Phenotyping	sample_4807	2010	CEC	1
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	52.3333333333333	10.3333333333333	GW0095	Phenotyping	sample_6007	2010	LAF	1
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	52.3333333333333	10.3333333333333	GW0095	Phenotyping	sample_6008	2010	LAF	2
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	52.3333333333333	10.3333333333333	GW0095	Phenotyping	sample_6009	2010	LAF	3
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	51.15	9.83333333333333	GW0095	Phenotyping	sample_3609	2010	BOD	3
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	51.15	9.83333333333333	GW0095	Phenotyping	sample_3607	2010	BOD	1
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	51.15	9.83333333333333	GW0095	Phenotyping	sample_3608	2010	BOD	2
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	54.8333333333333	8.15	GW0095	Phenotyping	sample_1207	2009	CEC	1
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	52.1	11	GW0095	Phenotyping	sample_2407	2010	AHL	1
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	52.1	11	GW0095	Phenotyping	sample_9	2009	AHL	3
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	52.1	11	GW0095	Phenotyping	sample_2409	2010	AHL	3
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	52.1	11	GW0095	Phenotyping	sample_2408	2010	AHL	2
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	52.1	11	GW0095	Phenotyping	sample_8	2009	AHL	2
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	54.8333333333333	8.15	GW0095	Phenotyping	sample_1209	2009	CEC	3
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	54.8333333333333	8.15	GW0095	Phenotyping	sample_4809	2010	CEC	3
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	54.8333333333333	8.15	GW0095	Phenotyping	sample_4808	2010	CEC	2
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	54.8333333333333	8.15	GW0095	Phenotyping	sample_1208	2009	CEC	2
genotype_100	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Winnetou	http://wheatpedigree.net/sort/show/65452	https://www.proplanta.de/Pflanzenbauberater/Sorten/Winnetou-Winterweichweizen_sks_2800WW1.html	52.1	11	GW0095	Phenotyping	sample_7	2009	AHL	1
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	52.3333333333333	10.3333333333333	GW0096	Phenotyping	sample_6012	2010	LAF	3
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	54.8333333333333	8.15	GW0096	Phenotyping	sample_1210	2009	CEC	1
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	54.8333333333333	8.15	GW0096	Phenotyping	sample_1212	2009	CEC	3
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	54.8333333333333	8.15	GW0096	Phenotyping	sample_4810	2010	CEC	1
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	51.15	9.83333333333333	GW0096	Phenotyping	sample_3611	2010	BOD	2
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	51.15	9.83333333333333	GW0096	Phenotyping	sample_3612	2010	BOD	3
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	51.15	9.83333333333333	GW0096	Phenotyping	sample_3610	2010	BOD	1
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	54.8333333333333	8.15	GW0096	Phenotyping	sample_4812	2010	CEC	3
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	54.8333333333333	8.15	GW0096	Phenotyping	sample_1211	2009	CEC	2
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	54.8333333333333	8.15	GW0096	Phenotyping	sample_4811	2010	CEC	2
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	52.3333333333333	10.3333333333333	GW0096	Phenotyping	sample_6011	2010	LAF	2
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	52.3333333333333	10.3333333333333	GW0096	Phenotyping	sample_6010	2010	LAF	1
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	52.1	11	GW0096	Phenotyping	sample_2411	2010	AHL	2
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	52.1	11	GW0096	Phenotyping	sample_12	2009	AHL	3
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	52.1	11	GW0096	Phenotyping	sample_10	2009	AHL	1
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	52.1	11	GW0096	Phenotyping	sample_11	2009	AHL	2
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	52.1	11	GW0096	Phenotyping	sample_2412	2010	AHL	3
genotype_101	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zentos	http://wheatpedigree.net/sort/show/69001	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zentos--Winterweichweizen_sks_1931WW1.html	52.1	11	GW0096	Phenotyping	sample_2410	2010	AHL	1
genotype_102	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zobel	http://wheatpedigree.net/sort/show/86321	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zobel-Winterweichweizen_sks_3318WW1.html	54.8333333333333	8.15	GW0097	Phenotyping	sample_4813	2010	CEC	1
genotype_102	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zobel	http://wheatpedigree.net/sort/show/86321	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zobel-Winterweichweizen_sks_3318WW1.html	54.8333333333333	8.15	GW0097	Phenotyping	sample_1214	2009	CEC	2
genotype_102	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zobel	http://wheatpedigree.net/sort/show/86321	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zobel-Winterweichweizen_sks_3318WW1.html	54.8333333333333	8.15	GW0097	Phenotyping	sample_1215	2009	CEC	3
genotype_102	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Zobel	http://wheatpedigree.net/sort/show/86321	https://www.proplanta.de/Pflanzenbauberater/Sorten/Zobel-Winterweichweizen_sks_3318WW1.html	54.8333333333333	8.15	GW0097	Phenotyping	sample_4815	2010	CEC	3
